Name,Group,Morphology,SF status,Diameter (pc),Diameter (ly),Luminosity (☉),Luminosity (L*),AGN Type,AGN Fraction,Eddington Mass,Distance (pc),App. Magnitude,Diameter ('),Ellipticity,"SB (mag/"")",Design Details,∆x (pc),∆y (pc),∆z (pc)
Curio,Stapelia Arc,IB(s)m,Steady,4458,"14,540",2.17E+08,0.015,None,0,0.00E+00,1.00E+06,8.99,15.33,0.5,24.30,string of pearls,,,
Agalinis,Lactarius Arc,SB(s)m,Starburst,10392,"33,894",1.32E+09,0.093,None,0,0.00E+00,1.00E+06,7.03,35.72,0,24.93,parasitic S,,,
Nelumbo,Lactarius Arc,SAB(r)b,Steady,42201,"137,641",2.02E+10,1.427,Sy1,0.3129,1.97E+05,1.00E+06,4.07,144.99,0,25.01,perfect 2-armed ring,,,
Lactarius,Lactarius Arc,SB(rs)bc,Steady,36910,"120,384",1.50E+10,1.061,Radio-quiet QSO,15.183,7.12E+06,1.00E+06,4.39,126.83,0.95,21.79,milky way analog,,,
Embothrium,Lactarius Arc,SA(s)cd pec,Firestorm,28717,"93,662",1.13E+10,0.801,HII nucleus,0.1321,4.67E+04,1.00E+06,4.70,98.69,0,24.80,clumpy-S transition,,,
Medusagyne,Lactarius Arc,SA(s)a pec,Starburst,13337,"43,499",3.58E+09,0.253,Sy2/HII nucleus,0.1111,1.24E+04,1.00E+06,5.94,45.85,0.5,23.63,shelled Sa merger,,,
Rhyncholacis,Lactarius Arc,(R)SAB(rs)ab,Anemic,33138,"108,082",1.13E+10,0.800,None,0,0.00E+00,1.00E+06,4.70,113.88,0.33,24.68,"isolated, quiet S",,,
Podostemon,Lactarius Arc,SB(rs)m,Steady,12101,"39,468",1.32E+09,0.093,None,0,0.00E+00,1.00E+06,7.03,41.60,0,25.26,e-shaped SBm,,,
Mourera,Lactarius Arc,SA(s)cd pec,Firestorm,48343,"157,674",3.32E+10,2.347,NLSy1,0.312,3.23E+05,1.00E+06,3.53,166.06,0,24.76,newborn ULIRG S,,,
Utricularia,Lactarius Arc,IA(s)m pec,Firestorm,1310,"4,273",8.30E+07,0.006,None,0,0.00E+00,1.00E+06,10.03,4.50,0.5,22.68,tailed green pea,,,
Pinguicula,Lactarius Arc,IA(s)m pec,Firestorm,1221,"3,982",1.14E+08,0.008,None,0,0.00E+00,1.00E+06,9.69,4.20,0.3,22.55,prolate green pea,,,
Cypripedium,Lactarius Arc,SAB(s)b,Steady,41292,"134,676",2.23E+10,1.579,Sy1.5,0.441,3.08E+05,1.00E+06,3.96,141.87,0.2,24.61,one strong arm,,,
Phacellaria,Lactarius Arc,SB(r)bc pec,Starburst,27741,"90,479",1.13E+10,0.799,HII nucleus,0.1301,4.59E+04,1.00E+06,4.70,95.34,0.5,23.97,triple-lens SB,,,
Taxillus,Lactarius Arc,Amorphous,Starburst,17765,"57,942",6.47E+09,0.458,None,0,0.00E+00,1.00E+06,5.30,61.07,0.9,21.87,disrupted S0,,,
Liquidambar,Lactarius Arc,SA(s)a pec,Starburst,12220,"39,856",1.41E+09,0.100,None,0,0.00E+00,1.00E+06,6.96,42.01,0.9,22.71,ringed S w tail,,,
Geosiphon,Lactarius Arc,IA(s)m,Firestorm,33130,"108,055",3.58E+10,2.533,Sy1,1.317,1.47E+06,1.00E+06,3.44,113.85,0.67,22.66,archaic DSFG,,,
Pleopeltis,Dawsonia Arc,SA(s)cd,Steady,9014,"29,400",1.23E+09,0.087,None,0,0.00E+00,1.00E+06,7.11,30.99,0.9,22.20,resurrected dwarf,,,
Platycerium,Dawsonia Arc,IB(s)m,Steady,4489,"14,641",4.15E+08,0.029,None,0,0.00E+00,1.00E+06,8.29,15.43,0.5,23.61,early-stage jellyfish,,,
Adetogramma,Dawsonia Arc,IAB(s)m,Steady,2307,"7,524",7.15E+07,0.005,None,0,0.00E+00,1.00E+06,10.19,7.93,0.3,24.44,central starburst t/n,,,
Marattia,Dawsonia Arc,SA(s)cd,Steady,98771,"322,148",1.02E+11,7.196,HII nucleus,0.0098,3.12E+04,1.00E+06,2.31,338.45,0,25.09,big S w giant arm,,,
Hymenophyllum,Dawsonia Arc,SA(s)d,Steady,12194,"39,771",1.16E+09,0.082,None,0,0.00E+00,1.00E+06,7.17,41.92,0.9,22.91,dustless LSB Sd,,,
Lophosoria,Dawsonia Arc,SA(s)ab pec,Starburst,33171,"108,189",1.78E+10,1.256,Sy1,0.746,4.14E+05,1.00E+06,4.21,113.99,0,24.62,Sa? w shells/tails,,,
Psilotum,Dawsonia Arc,SA(s)a,Terminal,14446,"47,116",2.32E+09,0.164,None,0,0.00E+00,1.00E+06,6.42,49.66,0.95,21.78,small dusty Sd,,,
Cyathea,Dawsonia Arc,SA(s)b,Steady,64631,"210,798",5.02E+10,3.549,LINER,0.0292,4.58E+04,1.00E+06,3.08,221.88,0.75,23.44,big multi-armed,,,
Dawsonia,Dawsonia Arc,SB(s)dm,Steady,14161,"46,187",2.15E+09,0.152,None,0,0.00E+00,1.00E+06,6.50,48.68,0.4,24.52,coincidental S Irr,,,
Lomariopsis,Dawsonia Arc,SA(s)cd,Steady,32111,"104,732",1.14E+10,0.804,Sy1,0.322,1.14E+05,1.00E+06,4.69,110.35,0,25.04,fluff hurricane,,,
Pilularia,Dawsonia Arc,SAB(s)d,Steady,10815,"35,274",1.32E+09,0.093,None,0,0.00E+00,1.00E+06,7.03,37.18,0.5,24.26,fragmented 2-armed,,,
Azolla,Dawsonia Arc,SAB(s)dm,Elevated,5209,"16,989",3.81E+08,0.027,HII nucleus,0.0138,1.64E+02,1.00E+06,8.38,17.91,0,24.78,compact clumps,,,
Marsilea,Dawsonia Arc,SB(r)bc,Steady,32118,"104,755",1.32E+10,0.932,Radio-loud QSO,158.17,6.51E+07,1.00E+06,4.53,110.38,0.67,23.68,multi-arm quasar S,,,
Salvinia,Dawsonia Arc,SAB(s)d,Steady,24109,"78,633",5.42E+09,0.383,None,0,0.00E+00,1.00E+06,5.50,82.86,0,25.22,quasar-struck galaxy,,,
Ophioglossum,Dawsonia Arc,SA(r)ab pec,Anemic,34615,"112,899",1.32E+10,0.932,None,0,0.00E+00,1.00E+06,4.53,118.95,0.75,23.54,forming polar ring,,,
Ophioderma,Dawsonia Arc,SA(rs)bc pec,Steady,45119,"147,158",2.06E+10,1.455,None,0,0.00E+00,1.00E+06,4.05,155.00,0.9,22.63,planar tail,,,
Melpomene,Dawsonia Arc,SA(s)b,Anemic,9454,"30,835",1.41E+09,0.100,None,0,0.00E+00,1.00E+06,6.96,32.50,0.9,22.15,dwarf spiral 1,,,
Enterosora,Dawsonia Arc,SB(s)m,Steady,7791,"25,411",5.52E+08,0.039,None,0,0.00E+00,1.00E+06,7.98,26.78,0,25.25,feathery,,,
Terpsichore,Dawsonia Arc,SA(r)bc,Steady,9292,"30,306",1.21E+09,0.086,None,0,0.00E+00,1.00E+06,7.12,31.94,0.67,23.57,dwarf spiral 2,,,
Orbilia,Annona Arc,IA(s)m,Starburst,3201,"10,440",1.36E+08,0.010,None,0,0.00E+00,1.00E+06,9.50,11.00,0.4,24.28,bullet,,,
Pueraria,Annona Arc,SA(s)d,Steady,13161,"42,925",2.14E+09,0.151,None,0,0.00E+00,1.00E+06,6.51,45.24,0.95,21.66,bulgeless flocculent,,,
Nandina,Annona Arc,SAB(s)c,Steady,15139,"49,377",2.42E+09,0.171,None,0,0.00E+00,1.00E+06,6.37,52.04,0.67,23.88,giant hole in disk,,,
Zandeschsia,Annona Arc,SB(s)m,Elevated,13391,"43,676",1.32E+09,0.093,None,0,0.00E+00,1.00E+06,7.03,46.03,0.5,24.73,well-formed Sm,,,
Colocasia,Annona Arc,SAB(rs)bc pec,Elevated,24116,"78,656",8.13E+09,0.575,Sy1.2,0.148,3.76E+04,1.00E+06,5.06,82.89,0.3,24.39,distorted w/ 1 arm,,,
Morchella,Annona Arc,(R')SA(s)0a pec,Rejuvenating,53778,"175,400",4.46E+10,3.156,Sy1,0.311,4.34E+05,1.00E+06,3.21,184.70,0.5,23.92,double-disked S0,,,
Peziza,Annona Arc,SA(s)b,Elevated,14918,"48,656",4.42E+09,0.313,Sy2,0.228,3.15E+04,1.00E+06,5.72,51.28,0,24.40,enucleated bar,,,
Aleuria,Annona Arc,SB(r)dm pec,Starburst,9071,"29,586",1.27E+09,0.090,None,0,0.00E+00,1.00E+06,7.07,31.18,0,24.67,turbulent disk,,,
Annona,Annona Arc,SA(rs)ab pec,Rejuvenating,39317,"128,235",1.33E+10,0.943,Sy1.9,0.111,4.62E+04,1.00E+06,4.52,135.09,0.3,24.92,accreting outer disk,,,
Cyrtosia,Annona Arc,IAB(s)m pec,Anemic,3341,"10,897",9.17E+07,0.006,None,0,0.00E+00,1.00E+06,9.92,11.49,0.4,24.80,drained dIrr,,,
Rhizanthella,Annona Arc,SAB(s)0,Quenched,9108,"29,706",7.14E+08,0.050,None,0,0.00E+00,1.00E+06,7.70,31.31,0.9,22.81,dim S0,,,
Thaia,Annona Arc,SA(s)0a,Terminal,5817,"18,972",1.07E+09,0.076,None,0,0.00E+00,1.00E+06,7.25,20.00,0.5,23.14,halo-dominated dS0,,,
Stereosandra,Annona Arc,E0,Quenched,7109,"23,186",8.36E+08,0.059,None,0,0.00E+00,1.00E+06,7.52,24.44,0,24.60,perfect sphere,,,
Echinostelium,Annona Arc,IA(s)m,Rising,2029,"6,618",2.14E+07,0.002,None,0,0.00E+00,1.00E+06,11.51,6.98,0.5,25.10,extremely low SSFR,,,
Hymenochaete,Annona Arc,IA(s)m,Rising,2024,"6,601",2.01E+07,0.001,None,0,0.00E+00,1.00E+06,11.57,6.96,0.5,25.17,"thin, effused, young",,,
Monodora,Annona Arc,SA(s)a pec,Steady,6857,"22,365",8.47E+08,0.060,None,0,0.00E+00,1.00E+06,7.51,23.57,0,24.51,polar-ring dwarf,,,
Uvaria,Annona Arc,SB(s)dm,Steady,4598,"14,997",2.18E+08,0.015,None,0,0.00E+00,1.00E+06,8.99,15.81,0.75,23.61,stubby dSB,,,
Bartheletia,Annona Arc,dSph,Quenched,3201,"10,440",2.12E+07,0.002,None,0,0.00E+00,1.00E+06,11.51,11.00,0.67,25.65,in front of quasar,,,
